,file_name,title,date,coperta,pot_city_name,coperta_appended,city_name,latitude,longitude
20,data_795.json,"La moglie capricciosa, dramma giocoso per musica da rappresentarsi in Senigallia nel Teatro de' signori condomini nella fiera dell'anno 1797. Dedicato a sua eccelleanza r.ma monsignor Ferdinando Saluzzo presidente di Urbino",1797,"['A', 'Abhi', 'Counter', '197', 'LA', '.', 'MOGLIE', 'CAPRICCIOSA', 'Drama', 'siscefe', 'per', 'Mulica', 'Da', 'nhroMEsENTARST', 'in', 'SENIGALLIA', 'NEL', 'TEATRO', 'DE', '’', 'SIGNORT', 'CONDOMINI', '‘Nella', 'Fiera', 'dell', 'Anns', '1797', '+', ',', '7', 'pia', 'ott', 'Ato', '!', 'A', 'Sad', 'Eee', 'Bia', 'Monfyine', 'FERDINANDO', 'SALUZZO', 'x', 'TREADENTE', 'DY', 'UREINO®', 'Aes', 'a', 'SINIGAGLIA', ',', 'MDSEXC', 'VI', 'PEL', 'LAZZORUNES', 'oN', 'FERMLEO']",['senigallia'],0,Senigallia,43.71626,13.208820000000001
21,data_17.json,Agesilao dramma per musica da rappresentarsi nel nobilissimo Teatro Venier in San Benedetto il carnovale dell'anno 1788,1787,"['AGESTPAD', 'DRAMMA', 'PER', 'MUSICA', '{', 'PDA', 'RAPPRESENT', 'ARSE', 'y', 'wey', 'RomiissiMo', 'TEATRO', 'SV', 'ENTER', 'IN', 'SAN', 'BENEDETTO', '{', 'IL', 'GARNOVALE', 'DELL', '’', 'ANNO', '178', '%', 'ae', 'BEIT', 'whe', 'xe', 'TN', 'VENEZIA', ',', 'MDCCLYXXVIL', 'OOOO', 'DOOD', '‘Arenesso', 'Mopesto', 'Frnzo', '-']",['venezia'],0,Venice,45.437129999999996,12.33265
22,data_895.json,"Leonora. Azione romantica in un prologo e tre atti. Parole di A. Zanardini, musica di Gian Raimondo Serponti. Venezia Teatro La Fenice, carnevale 1885-86, impresa Piontelli-Rho",1885,"['np', '@', 'yian', '‘Haimondo', 'Seypents', 'a', 'eee', 'A', '.', 'Banardini', 'LEONORA', 'A', ',', 'ZANARDINE', 'GIAN', 'RAIMONDO', 'SERPONTI', 'WENEZIA', '-', 'TEATRO', 'LA', 'FENICE', 'Coast', '1885', '-', '26', 'Igoe', 'PLONTELAL', 'RO', 'ROL', '.', '0643', '.', '42', 'Propels', 'por', 'tutti', 'pes', '.', '~', 'Dapesto', '.', 'Eat', ',', 'Sta', ',', 'Hall', 'Divit', 'i', 'tradusione', 'riservet', ',', 'PERSONAGGI', 'trevor', 'Ln', 'Oe', 'coma', ',', 'ety', 'Lagan', 'Co', 'onerny', 'Mask', ',', '=', 'Cae', 'Yr', 'yn', 'pt»', 'ia', 'Bie', 'Dr', 'DRAMA', '.', 'pons', ',', 'fd', 'Wai', 'weary', 'Ba', 'es', 'tes', 'Cone', 'ABIMIG', ',', 'See', 'Tie', 'Bonne', '=', '5', '=', '5', 'di', 'ant', '“ALDO', ',', 'jg', 'Lees', 'nce', 'Ham', 'Alia', 'Zee', 'HANS', 'meio', '9', 'ear', 'Ce', 'gre', 'if', 'ESCUWAI', ',', 'set', 'ott', 'fore', 'ips', 'Cate', 'WOLEANGO', ',', 'bari', 'eg', 'NS', 'con', 'Yoana', 'di', 'ino', '~', 'Sine', '~', 'Ou', '—', 'Nope', 'Fea', 'nen', '=', 'Scat', 'it', '=', 'Coie', '0', 'oe', '—', 'Macsuo', 'concernore', ':', 'Gav', '.', 'Riceardo', 'Drigo', ',', '—']",['bari'],1,Bari,41.12066,16.86982
23,data_356.json,"Il Filindo, pastorale eroica per musica da rappresentarsi nel Teatro Giustiniano di S. Moisè. L'autunno dell'anno 1720, dedicato al signor conte Gian-Agostino Berò",1720,"['IL', 'FILINDO', 'Paforale', 'Eroica', 'per', 'Mufica', 'DA', 'RAPPRESENTARSI', 'Nel', 'Teatro', 'Giuftiniano', 'diS', '.', 'Moist', '.', 'L', '-', 'Autunno', 'dell', 'Aime', 'DCC', '.', 'DEDICGATO', 'Al', 'Signor', 'CONTE', 'GIAN', '-', 'AGOSTINO', 'BERO™', 'VENEZIA', ',', 'MDCCXX', ',', '‘A', '-', 'pprelfo', 'Marino', 'Refi', 'in', 'Merzeia', 'Pe', 'ingen', 'clsaak', 'Con', 'Licence', 'de', '!', 'Superior', '.']",['venezia'],0,Venice,45.437129999999996,12.33265
29,data_425.json,Il geloso in cimento dramma giocoso per musica da rappresentarsi in Lucca nel Teatro alla Pantera nel prossimo Carnevale dell'anno 1793. Dadicato al merito sempre grande della nobil donna la signora Luisa Arnolfini Burlamacchi,1793,"['Th', '©', 'E', 'LO', 'So', 'IN', 'CIMENTO', 'DRAMMA', 'GIOCOSO', 'PER', 'MUSICA', 'DA', 'RAPPRESENTARS', 'IN', 'LUCCa', 'NEL', 'TEATRO', 'ALLA', 'PANTERA', 'NEL', 'PROSSIMO', 'CARNEVALE', 'ext', '!', 'ANNO', '1793', '.', 'DIDICATO', 'AL', ',', 'MERITO', 'SEM', 'GRANDE', 'DELLA', 'NOBIL', 'DONNA', 'LA', 'SIGNORA', 'LUISA', 'ARNOLFINI', 'BURLAMACCHI', '.', 'HOSE', 'LUCCA', 'MDCCXCIII', '.', 'Resesmussuscoascucenane', 'Presso', 'Fracusco', 'Bonstexoi', ')', '(', 'Con', 'Appr', '.']","['lucca', 'lucca']",0,Lucca,43.84369,10.50447
30,data_37.json,Ama più chi men si crede. Melodrama pastorale da rappresentarsi nel famosissimo Teatro Grimani di S. Gio. Grisostomo nell'autunno 1709. Consagrato all'illustriss. et Eccell. Sig. Federico Cornaro. Da Francesco Silvani / [La musica è del sig. maestro Antonio Lotti],1709,"['AMA', 'PIU', '’', 'CHI', 'MEN', 'SI', 'CREDE', 'Melodrama', 'Paftorale', 'Da', 'Rapprefentarfi', 'nel', 'Famofitt', 'fimo', 'Teatro', 'Grimani', 'di', 'SGio', ':', 'Grifoftomo', 'Nell', '’', 'Aveanno', 'M', '.', 'DECIX', '.', 'CONSAGRATO', 'AI', 'Muptrifi', '.', '@', 'Eccell', '.', 'Sig', '.', 'FEDERICO', 'CORNARO', '.', 'DA', 'FRANCESCO', 'SILVANL', 'Bs', 'te', 'IN', 'VENEZIA', ',', 'M', '.', 'DCCIX', '.', 'Appteifo', 'Marino', 'Rovfetd', 'in', 'Merceria', ',', 'alf', 'Tofegna', 'della', 'Pace', 'Con', 'Lierze', 'de', 'superiorly', 'Pri']",['venezia'],0,Venice,45.437129999999996,12.33265
31,data_627.json,L'impresario burlato dramma giocoso per musica da rappresentarsi nel nobile Teatro Onigo di Treviso l'autunno 1799. Dedicato all'illustrissimo signor Antonio Brocchi regio delegato di polizia,1799,"['>', 'ri', '\\', ':', 'yy', '¥', '*', 'L', ""'"", 'IMPRESARIO', 'BURLATO', 'RAMMA', '100050', 'PER', 'MOSICA', 'Da', 'Raveaksnnesnst', 'NEL', 'NOBILE', 'TEATRO', 'ONIGO', 'DI', 'TREYISO', '1', 'Auroaso', '279', '%', '.', 'Dodie', 'a', 'Dientsinn', 'Sign', 'ANTONIO', 'BROCCHI', 'Regio', 'Delegao', 'di', 'Poinin', '.', 'ae', 'IN', 'VENEZIA', '3799', 'Nucea', 'Spamrensa', 'Fuxtes', 'Com', 'Sera', 'Spproecine', 'st']",['venezia'],0,Venice,45.437129999999996,12.33265
32,data_223.json,"Eugenia, dramma del signor Beaumarcais [!], ridotto a prosa e musica da Giuseppe Foppa. per rappresentarsi nel nobilissimo Teatro Venier in San Benedetto l'autunno dell'anno 1792 / [La musica è del celebre signor maestro Sebastiano Nasolini]",1792,"['WASOLINE', 'BUGENIA', '1792', '}', 'I', 'Cre', 'yc', 'RNG', 'pee', 'Get', 'sion', 'erate', 'Ridetto', 'a', 'Profa', ',', 'e', 'Mufica', 'DA', 'GIUSEPPE', 'FOPPA', 'eleabeesinee', '!', 'VB', ',', 'NAS', 'RB', 'IN', 'SAN', 'BENEDETTO', 'TAvtow', 'pew', '’', 'Asso', '179', '.', 'gi', 'IN', 'VENEZIA', ',', '37', 'Arpnesso', 'Mopzsto', 'Fenzo', '.', '(', 'ON', 'Ze', 'DEeIra', 'PaRNss10N7', ',']",['venezia'],0,Venice,45.437129999999996,12.33265
34,data_643.json,L' innocenza riconosciuta drama per musica da rappresentarsi nel Teatro di Sant'Angelo l'autunno dell'anno 1717,1717,"['PousARatt', 'OF', 'HINNQCENZA', 'Aaovaseuos', 'ATT', 'Ws', '.', 'LINNOCENZA', 'RICONOSCIUTA', 'Drama', 'per', 'Mufica', 'DA', 'RAPPRESENTARSI', 'Nel', 'Teatro', 'diSant', '’', 'Angelo', '~', 'L', '’', 'Autunne', 'dell', 'Anno', 'MDCCXP', 'IE', 'IN', 'VENEZIA', ',', 'MDCCXVII', '!', 'Avprello', 'Margo', 'Rofl', 'ta', 'Merceris', 'infegna', 'dell', 'Pace', '.', 'Con', 'Tien', 'de', 'Sopris', '«', 'eivilges']",['venezia'],0,Venice,45.437129999999996,12.33265
35,data_948.json,"Motezuma, dramma per musica da rappresentarsi nel nobilissimo teatro di S. Benedetto per la fiera dell'ascensione dell'anno 1772",1772,"['MOTEZUMA', 'DRAMMA', 'PER', 'MUSICA', 'DA', 'RAPPRESENTARS', '?', 'NBL', 'NOBILISSIMO', 'TEATRO', 'DIS', '.', 'BENEDETTO', 'PER', 'LA', 'FIERA', 'DELL', '’', 'ASCENSIONE', 'Dell”', 'Anno', '.', '1772', '.', '{', 'LLALALALLOA', '3', 'IN', 'VENEZIA', ',', 'MDECLXXIL', 'Prefo', 'Movesro', 'Fenzo', '.', 'con', 'Lien', 'de', ""'"", 'superiarh', '.', 'PUMA', 'SaISISS']",['venezia'],0,Venice,45.437129999999996,12.33265
36,data_936.json,"Medea e Giasone, drama per musica da rappreentarsi nel Teatro di Sant'Angelo nel carnovale dell'anno 1726",1726,"['SS', 'eee', 'MEDEA', 'GIASONE', 'Drama', 'per', 'Mufica', '|', '|', 'Da', 'Rapprefentarfi', 'nel', 'Teatro', 'ih', 'Sane', 'Angelo', 'Nel', 'Carnoyale', 'dell', '""', 'Anno', '736', '.', 'IN', 'VENEZIA', ',', 'M', '.', 'DCCXXVI', '.', '‘Arpello', 'Marino', 'Roles', 'i', '.', 'Mercere', 'pps', 'Tolegna', 'della', 'sce', '.', 'Con', 'Liceran', 'de', 'Supmi', ')', 'ePrivilg', 'a', '.']",['venezia'],0,Venice,45.437129999999996,12.33265
37,data_383.json,"Il Seiano moderno della Tracia, ouero La caduta dell'ultimo Gran Visire. Drama per musica da rappresentarsi nel Teatro Zane di S. Moisè l'anno 1686. Consacrato all'illustriss. ... sig. d. Gasparo Altieri ...",1686,"['Resor', 'Feanc', '?', 'A', 'Logan', 'shila', '16', 'Kb', 'aad', 'SELA', 'NO', 'Modernodella', 'Tracias', 'Overo', 'La', 'Caduta', 'dell', ""'"", 'vitimo', 'GRAN', 'VISIRE', ',', 'DRAMA', 'PER', 'MPSICA', 'fa', 'rapprefentarf', 'nel', 'Teatro', 'Zane', ']', 'GI', 'iS', 'Moise', 'ANNO', 'M', '.', 'DC', '.', 'IXEKNL', 'Hl', 'ConsacKaTo', 'QA', ')', 'vette', '.', '8', 'Beet', '.', 'si', 'ID', '.', 'GASPARO', 'ALTIERI', '‘Neporedellsan', 'tdi', 'Sie', '.', 'Papa', 'Chee', 'Gee', 'd', 'Se', 'TePincpe', 'set', 'Sogtioed', '‘GriolosResile', 'Veneto', ',', 'Be', '.', 'GR', '&', '|', 'IN', 'VENETIA', ',', 'M', '.', 'DC', '.', 'LXXXVE', '|', '“Appreffo', 'Francefeo', 'Nicolini', '.', 'Com', 'ene', 'see', 'foe', 'eh', 'P', '|']",['venetia'],0,Venice,45.437129999999996,12.33265
38,data_780.json,"La lanterna di Diogene, dramma per musica accozzato all'uso moderno da Niccolò Liprandi. Da rappresentarsi nel nobilissimo teatro di San Samuele l'autunno dell'anno 1793",1793,"['BA', 'LAX', '.', 'LANTERNA', 'DI', 'DIOGENE', 'RAMANA', 'PER', 'ASIC', 'i', 'a', 'og', 'DA', 'NICCOLe', 'LirRANDI', 'ei', 'mgescuinnsetxe', 'DI', 'SAN', 'SAMUELE', '1', '""', 'Asnao', 'del', 'ono', '1703', '.', 'IN', 'VENEZIA', ',']",['venezia'],0,Venice,45.437129999999996,12.33265
